date,new_cases,new_cases_smoothed,total_cases,new_deaths,new_deaths_smoothed,total_deaths,hosp_patients,icu_patients,new_tests_smoothed,positive_rate,new_vaccinations_smoothed,people_fully_vaccinated_per_hundred,stringency_index
2020-11-20,0,978.86,46209,0,3.43,306,2648,128,25884,0.04,NA,NA,80.09
2020-11-21,0,978.86,46209,0,3.43,306,2437,133,24621,0.04,NA,NA,80.09
2020-11-22,7470,1067.14,53679,26,3.71,332,2339,120,23715,0.04,NA,NA,80.09
2020-11-23,0,1067.14,53679,0,3.71,332,2374,131,23329,0.05,NA,NA,80.09
2020-11-24,0,1067.14,53679,0,3.71,332,2588,140,22476,0.06,NA,NA,80.09
2020-11-25,0,1067.14,53679,0,3.71,332,2847,122,21573,0.06,NA,NA,80.09
2020-11-26,0,1067.14,53679,0,3.71,332,2923,130,21735,0.06,NA,NA,80.09
2020-11-27,0,1067.14,53679,0,3.71,332,2977,143,21609,0.06,NA,NA,80.09
2020-11-28,0,1067.14,53679,0,3.71,332,3189,137,20898,0.06,NA,NA,80.09
2020-11-29,9497,1356.71,63176,22,3.14,354,3042,141,21636,0.06,NA,NA,80.09
2020-11-30,0,1356.71,63176,0,3.14,354,2919,135,21816,0.06,NA,NA,80.09
2020-12-01,0,1356.71,63176,0,3.14,354,2746,140,21979,0.05,NA,NA,80.09
2020-12-02,0,1356.71,63176,0,3.14,354,2788,138,22189,0.05,NA,NA,80.09
2020-12-03,0,1356.71,63176,0,3.14,354,2866,136,23206,0.05,NA,NA,80.09
2020-12-04,0,1356.71,63176,0,3.14,354,2936,144,24497,0.05,NA,NA,80.09
2020-12-05,0,1356.71,63176,0,3.14,354,2930,151,25584,0.05,NA,NA,80.09
2020-12-06,8183,1169,71359,26,3.71,380,2746,141,26384,0.04,NA,NA,80.09
2020-12-07,0,1169,71359,0,3.71,380,2839,154,27713,0.04,NA,NA,67.13
2020-12-08,0,1169,71359,0,3.71,380,2908,150,30853,0.04,NA,NA,67.13
2020-12-09,0,1169,71359,0,3.71,380,2690,143,34479,0.03,NA,NA,67.13
2020-12-10,0,1169,71359,0,3.71,380,2710,142,36674,0.04,NA,NA,67.13
2020-12-11,0,1169,71359,0,3.71,380,2634,145,37926,0.04,NA,NA,67.13
2020-12-12,0,1169,71359,0,3.71,380,2526,140,38899,0.04,NA,NA,67.13
2020-12-13,10887,1555.29,82246,31,4.43,411,2534,142,39697,0.04,NA,NA,67.13
2020-12-14,0,1555.29,82246,0,4.43,411,2365,144,41404,0.04,NA,NA,67.13
2020-12-15,0,1555.29,82246,0,4.43,411,2349,153,41542,0.04,NA,NA,67.13
2020-12-16,0,1555.29,82246,0,4.43,411,2674,142,42096,0.04,NA,NA,67.13
2020-12-17,0,1555.29,82246,0,4.43,411,2696,148,42745,0.04,NA,NA,67.13
2020-12-18,0,1555.29,82246,0,4.43,411,2548,152,44374,0.03,NA,NA,67.13
2020-12-19,0,1555.29,82246,0,4.43,411,2492,150,45578,0.03,NA,NA,67.13
2020-12-20,9723,1389,91969,22,3.14,433,2549,151,45904,0.03,NA,NA,67.13
2020-12-21,0,1389,91969,0,3.14,433,2460,152,45990,0.03,NA,NA,67.13
2020-12-22,0,1389,91969,0,3.14,433,2318,150,46717,0.03,NA,NA,67.13
2020-12-23,0,1389,91969,0,3.14,433,2354,152,46263,0.03,NA,NA,67.13
2020-12-24,0,1389,91969,0,3.14,433,2324,159,45887,0.03,NA,NA,67.13
2020-12-25,0,1389,91969,0,3.14,433,2398,166,43511,0.04,NA,NA,67.13
2020-12-26,0,1389,91969,0,3.14,433,2651,168,42296,0.04,NA,NA,67.13
2020-12-27,11931,1704.43,103900,18,2.57,451,2731,177,41947,0.04,NA,NA,67.13
2020-12-28,0,1704.43,103900,0,2.57,451,2860,183,40602,0.04,NA,NA,67.13
2020-12-29,0,1704.43,103900,0,2.57,451,2814,182,40034,0.04,NA,NA,67.13
2020-12-30,0,1704.43,103900,0,2.57,451,2891,191,39533,0.04,NA,NA,67.13
2020-12-31,0,1704.43,103900,0,2.57,451,2966,194,38610,0.05,NA,NA,67.13
2021-01-01,0,1704.43,103900,0,2.57,451,2984,192,39324,0.05,NA,NA,67.13
2021-01-02,0,1704.43,103900,0,2.57,451,3035,195,41159,0.05,NA,NA,67.13
2021-01-03,15177,2168.14,119077,32,4.57,483,3187,202,41678,0.05,NA,NA,67.13
2021-01-04,0,2168.14,119077,0,4.57,483,3252,197,43532,0.05,NA,NA,67.13
2021-01-05,0,2168.14,119077,0,4.57,483,3413,198,45792,0.04,NA,NA,67.13
2021-01-06,0,2168.14,119077,0,4.57,483,3408,230,48350,0.04,NA,NA,67.13
2021-01-07,0,2168.14,119077,0,4.57,483,3423,230,53012,0.04,NA,NA,67.13
2021-01-08,0,2168.14,119077,0,4.57,483,3466,247,57836,0.04,NA,NA,67.13
2021-01-09,0,2168.14,119077,0,4.57,483,3409,246,61490,0.04,NA,NA,67.13
2021-01-10,16915,2416.43,135992,59,8.43,542,3562,240,65228,0.04,NA,NA,67.13
2021-01-11,0,2416.43,135992,0,8.43,542,3749,255,67677,0.04,NA,NA,67.13
2021-01-12,0,2416.43,135992,0,8.43,542,3931,265,70537,0.04,NA,NA,67.13
2021-01-13,0,2416.43,135992,0,8.43,542,3914,275,73076,0.04,NA,NA,77.31
2021-01-14,0,2416.43,135992,0,8.43,542,4085,281,75184,0.04,NA,NA,77.31
2021-01-15,0,2416.43,135992,0,8.43,542,4073,292,77381,0.04,NA,NA,77.31
2021-01-16,0,2416.43,135992,0,8.43,542,4050,318,78418,0.04,NA,NA,77.31
2021-01-17,22442,3206,158434,52,7.43,594,4174,326,80435,0.04,NA,NA,77.31
2021-01-18,0,3206,158434,0,7.43,594,4124,349,82257,0.04,NA,NA,77.31
2021-01-19,0,3206,158434,0,7.43,594,4220,353,84950,0.04,NA,NA,77.31
2021-01-20,0,3206,158434,0,7.43,594,4195,363,86636,0.04,NA,NA,77.31
2021-01-21,0,3206,158434,0,7.43,594,4300,366,87423,0.04,NA,NA,77.31
2021-01-22,0,3206,158434,0,7.43,594,4488,386,88621,0.04,NA,NA,77.31
2021-01-23,0,3206,158434,0,7.43,594,4697,401,89889,0.04,NA,NA,77.31
2021-01-24,25367,3623.86,183801,73,10.43,667,4648,398,88482,0.04,NA,NA,77.31
2021-01-25,0,3623.86,183801,0,10.43,667,4610,411,87651,0.04,NA,NA,77.31
2021-01-26,0,3623.86,183801,0,10.43,667,4513,418,86366,0.04,NA,NA,77.31
2021-01-27,0,3623.86,183801,0,10.43,667,4507,424,85313,0.04,NA,NA,77.31
2021-01-28,0,3623.86,183801,0,10.43,667,4410,413,82225,0.04,NA,NA,77.31
2021-01-29,0,3623.86,183801,0,10.43,667,4333,414,79251,0.05,NA,NA,77.31
2021-01-30,0,3623.86,183801,0,10.43,667,4289,424,77821,0.05,NA,NA,77.31
2021-01-31,31158,4451.14,214959,79,11.29,746,4166,407,75741,0.06,NA,NA,77.31
2021-02-01,0,4451.14,214959,0,11.29,746,4070,414,73421,0.06,NA,NA,77.31
2021-02-02,0,4451.14,214959,0,11.29,746,3961,421,72105,0.06,NA,NA,77.31
2021-02-03,0,4451.14,214959,0,11.29,746,3851,421,70443,0.07,NA,NA,77.31
2021-02-04,0,4451.14,214959,0,11.29,746,3900,408,72065,0.07,NA,NA,77.31
2021-02-05,0,4451.14,214959,0,11.29,746,3831,401,72639,0.06,NA,NA,77.31
2021-02-06,0,4451.14,214959,0,11.29,746,3703,401,72148,0.06,NA,NA,77.31
2021-02-07,27493,3927.57,242452,111,15.86,857,3630,396,72461,0.05,NA,NA,77.31
2021-02-08,0,3927.57,242452,0,15.86,857,3499,412,76169,0.05,NA,NA,77.31
2021-02-09,0,3927.57,242452,0,15.86,857,3390,390,75904,0.05,NA,NA,77.31
2021-02-10,0,3927.57,242452,0,15.86,857,3313,360,77205,0.05,NA,NA,77.31
2021-02-11,0,3927.57,242452,0,15.86,857,3202,349,75381,0.04,NA,NA,77.31
2021-02-12,0,3927.57,242452,0,15.86,857,3141,343,69758,0.05,NA,NA,77.31
2021-02-13,0,3927.57,242452,0,15.86,857,3090,334,64050,0.05,NA,NA,77.31
2021-02-14,21817,3116.71,264269,101,14.43,958,2989,325,61040,0.05,NA,NA,77.31
2021-02-15,0,3116.71,264269,0,14.43,958,2943,324,57968,0.05,NA,NA,77.31
2021-02-16,0,3116.71,264269,0,14.43,958,2894,321,56752,0.05,NA,NA,77.31
2021-02-17,0,3116.71,264269,0,14.43,958,2802,305,55582,0.05,NA,NA,77.31
2021-02-18,0,3116.71,264269,0,14.43,958,2749,295,56825,0.05,NA,NA,77.31
2021-02-19,0,3116.71,264269,0,14.43,958,2715,283,62367,0.04,NA,NA,77.31
2021-02-20,0,3116.71,264269,0,14.43,958,2655,284,67512,0.04,NA,NA,77.31
2021-02-21,19300,2757.14,283569,93,13.29,1051,2648,283,70449,0.04,NA,NA,77.31
2021-02-22,0,2757.14,283569,0,13.29,1051,2650,263,72679,0.04,NA,NA,77.31
2021-02-23,0,2757.14,283569,0,13.29,1051,2624,259,74473,0.04,NA,NA,77.31
2021-02-24,0,2757.14,283569,0,13.29,1051,2575,270,74249,0.04,NA,0,77.31
2021-02-25,0,2757.14,283569,0,13.29,1051,2435,274,74935,0.04,1152,0,77.31
2021-02-26,0,2757.14,283569,0,13.29,1051,2473,255,74995,0.03,2634,0,77.31
2021-02-27,0,2757.14,283569,0,13.29,1051,2417,257,74139,0.03,3998,0,77.31
2021-02-28,17183,2454.71,300752,70,10,1121,2331,258,74906,0.03,4680,0,77.31
2021-03-01,0,2454.71,300752,0,10,1121,2274,248,73085,0.03,6825,0,73.61
2021-03-02,0,2454.71,300752,0,10,1121,2230,251,70056,0.03,9302,0,73.61
2021-03-03,0,2454.71,300752,0,10,1121,2188,243,68786,0.03,11214,0,73.61
2021-03-04,0,2454.71,300752,0,10,1121,2163,233,66157,0.03,13839,0,73.61
2021-03-05,0,2454.71,300752,0,10,1121,2061,229,63089,0.03,15305,0,73.61
2021-03-06,0,2454.71,300752,0,10,1121,1964,201,61767,0.03,16608,0,73.61
2021-03-07,12708,1815.43,313460,45,6.43,1166,1896,196,59120,0.03,17449,0,73.61
2021-03-08,0,1815.43,313460,0,6.43,1166,1874,212,57968,0.03,19138,0,73.61
2021-03-09,0,1815.43,313460,0,6.43,1166,1861,195,57208,0.03,20344,0,73.61
2021-03-10,0,1815.43,313460,0,6.43,1166,1858,184,56168,0.03,21215,0,73.61
2021-03-11,0,1815.43,313460,0,6.43,1166,1803,179,55029,0.03,22214,0,73.61
2021-03-12,0,1815.43,313460,0,6.43,1166,1775,180,54337,0.03,23893,0,73.61
2021-03-13,0,1815.43,313460,0,6.43,1166,1707,183,53189,0.03,24067,0,73.61
2021-03-14,10303,1471.86,323763,40,5.71,1206,1719,177,52236,0.03,23739,0,73.61
2021-03-15,0,1471.86,323763,0,5.71,1206,1658,181,52049,0.03,22763,0,73.61
2021-03-16,0,1471.86,323763,0,5.71,1206,1651,181,52118,0.03,22099,0,73.61
2021-03-17,0,1471.86,323763,0,5.71,1206,1677,184,52616,0.03,20968,0,73.61
2021-03-18,0,1471.86,323763,0,5.71,1206,1707,190,52913,0.02,19767,0,73.61
2021-03-19,0,1471.86,323763,0,5.71,1206,1736,189,53644,0.02,18116,0.01,73.61
2021-03-20,0,1471.86,323763,0,5.71,1206,1754,185,54776,0.02,17652,0.03,73.61
2021-03-21,9277,1325.29,333040,23,3.29,1229,1797,183,55252,0.02,18402,0.05,73.61
2021-03-22,0,1325.29,333040,0,3.29,1229,1844,183,55901,0.02,18960,0.09,73.61
2021-03-23,0,1325.29,333040,0,3.29,1229,1837,183,55232,0.02,19488,0.15,73.61
2021-03-24,0,1325.29,333040,0,3.29,1229,1904,185,55032,0.02,20668,0.22,73.61
2021-03-25,0,1325.29,333040,0,3.29,1229,1932,180,54724,0.03,21767,0.28,73.61
2021-03-26,0,1325.29,333040,0,3.29,1229,1899,190,54000,0.02,22078,0.32,73.61
2021-03-27,0,1325.29,333040,0,3.29,1229,1909,204,52910,0.02,22412,0.36,73.61
2021-03-28,8904,1272,341944,22,3.14,1251,1938,199,52683,0.02,22563,0.4,73.61
2021-03-29,0,1272,341944,0,3.14,1251,1869,199,51926,0.02,24127,0.48,73.61
2021-03-30,0,1272,341944,0,3.14,1251,1791,198,52116,0.02,25809,0.56,73.61
2021-03-31,0,1272,341944,0,3.14,1251,1853,199,51930,0.02,27002,0.65,73.61
2021-04-01,0,1272,341944,0,3.14,1251,1794,196,51706,0.02,29384,0.72,68.06
2021-04-02,0,1272,341944,0,3.14,1251,1812,195,52593,0.02,31345,0.79,68.06
2021-04-03,0,1272,341944,0,3.14,1251,1837,203,52814,0.02,31526,0.83,68.06
2021-04-04,9015,1287.86,350959,35,5,1286,1753,202,52928,0.02,31323,0.86,68.06
2021-04-05,0,1287.86,350959,0,5,1286,1808,211,52922,0.02,30388,0.92,64.35
2021-04-06,0,1287.86,350959,0,5,1286,1864,218,53394,0.02,29213,0.98,56.94
2021-04-07,0,1287.86,350959,0,5,1286,1896,240,53643,0.02,28296,1.04,56.94
2021-04-08,0,1287.86,350959,0,5,1286,1852,230,54352,0.02,26071,1.08,56.94
2021-04-09,0,1287.86,350959,0,5,1286,1950,231,54046,0.03,24806,1.12,56.94
2021-04-10,0,1287.86,350959,0,5,1286,1992,231,54596,0.02,24567,1.15,56.94
2021-04-11,9897,1413.86,360856,35,5,1321,2056,228,54946,0.03,25709,1.18,56.94
2021-04-12,0,1413.86,360856,0,5,1321,2110,245,55841,0.03,27228,1.23,53.24
2021-04-13,0,1413.86,360856,0,5,1321,2176,241,57399,0.03,26056,1.25,53.24
2021-04-14,0,1413.86,360856,0,5,1321,2221,248,58440,0.03,25719,1.27,53.24
2021-04-15,0,1413.86,360856,0,5,1321,2249,259,59533,0.03,25771,1.3,53.24
2021-04-16,0,1413.86,360856,0,5,1321,2305,281,61473,0.03,25476,1.31,53.24
2021-04-17,0,1413.86,360856,0,5,1321,2398,273,63368,0.03,24611,1.31,53.24
2021-04-18,14198,2028.29,375054,49,7,1370,2453,281,65111,0.03,22716,1.32,58.8
2021-04-19,0,2028.29,375054,0,7,1370,2501,295,66241,0.03,21835,1.35,58.8
2021-04-20,0,2028.29,375054,0,7,1370,2434,314,67572,0.03,23101,1.38,61.57
2021-04-21,0,2028.29,375054,0,7,1370,2536,321,69358,0.03,22963,1.42,61.57
2021-04-22,0,2028.29,375054,0,7,1370,2520,327,70990,0.03,23294,1.46,61.57
2021-04-23,0,2028.29,375054,0,7,1370,2627,328,72942,0.03,23203,1.48,61.57
2021-04-24,0,2028.29,375054,0,7,1370,2624,338,73961,0.03,23458,1.49,61.57
2021-04-25,17888,2555.43,392942,56,8,1426,2634,345,74942,0.03,24161,1.51,61.57
2021-04-26,0,2555.43,392942,0,8,1426,2777,378,75774,0.04,23754,1.54,61.57
2021-04-27,0,2555.43,392942,0,8,1426,2799,390,76680,0.04,23946,1.57,65.28
2021-04-28,0,2555.43,392942,0,8,1426,2888,406,77685,0.04,25662,1.61,65.28
2021-04-29,0,2555.43,392942,0,8,1426,2992,399,77564,0.04,23226,1.63,65.28
2021-04-30,0,2555.43,392942,0,8,1426,3071,418,77117,0.04,24340,1.65,65.28
2021-05-01,0,2555.43,392942,0,8,1426,3099,436,75736,0.04,23488,1.66,65.28
2021-05-02,22070,3152.86,415012,107,15.29,1533,3250,442,75564,0.04,23620,1.69,65.28
2021-05-03,0,3152.86,415012,0,15.29,1533,3409,452,76061,0.04,26616,1.76,65.28
2021-05-04,0,3152.86,415012,0,15.29,1533,3438,442,77130,0.04,28777,1.82,65.28
2021-05-05,0,3152.86,415012,0,15.29,1533,3698,453,77964,0.04,30966,1.89,65.28
2021-05-06,0,3152.86,415012,0,15.29,1533,3816,497,79583,0.04,37159,1.95,65.28
2021-05-07,0,3152.86,415012,0,15.29,1533,3954,521,80331,0.04,40181,1.99,65.28
2021-05-08,0,3152.86,415012,0,15.29,1533,4041,552,82798,0.04,43276,2.02,65.28
2021-05-09,25665,3666.43,440677,150,21.43,1683,4203,555,84216,0.04,45671,2.04,65.28
2021-05-10,0,3666.43,440677,0,21.43,1683,4427,616,82654,0.05,47148,2.11,65.28
2021-05-11,0,3666.43,440677,0,21.43,1683,4461,636,83851,0.05,47029,2.16,65.28
2021-05-12,0,3666.43,440677,0,21.43,1683,4619,628,82359,0.05,41761,2.19,80.56
2021-05-13,0,3666.43,440677,0,21.43,1683,4689,655,77016,0.06,33794,2.19,80.56
2021-05-14,0,3666.43,440677,0,21.43,1683,4849,664,71280,0.06,26964,2.19,80.56
2021-05-15,0,3666.43,440677,0,21.43,1683,4953,677,68888,0.06,24655,2.19,80.56
2021-05-16,29433,4204.71,470110,219,31.29,1902,5106,690,68988,0.06,21490,2.19,80.56
2021-05-17,0,4204.71,470110,0,31.29,1902,5386,756,73486,0.06,21363,2.27,80.56
2021-05-18,0,4204.71,470110,0,31.29,1902,4932,755,75182,0.06,25547,2.37,80.56
2021-05-19,0,4204.71,470110,0,31.29,1902,5674,823,80410,0.06,35012,2.47,80.56
2021-05-20,0,4204.71,470110,0,31.29,1902,5978,875,89825,0.05,46619,2.53,80.56
2021-05-21,0,4204.71,470110,0,31.29,1902,6064,968,101105,0.05,55355,2.59,80.56
2021-05-22,0,4204.71,470110,0,31.29,1902,6324,974,108766,0.05,60461,2.6,80.56
2021-05-23,41981,5997.29,512091,346,49.43,2248,6488,1009,114916,0.05,65621,2.62,80.56
2021-05-24,0,5997.29,512091,0,49.43,2248,6887,1046,117256,0.05,70653,2.7,80.56
2021-05-25,0,5997.29,512091,0,49.43,2248,7027,1129,119333,0.06,73859,2.79,80.56
2021-05-26,0,5997.29,512091,0,49.43,2248,7208,1107,119637,0.06,65007,2.8,80.56
2021-05-27,0,5997.29,512091,0,49.43,2248,7429,1126,120003,0.06,68904,2.94,80.56
2021-05-28,0,5997.29,512091,0,49.43,2248,7570,1161,121107,0.06,70821,3.02,80.56
2021-05-29,0,5997.29,512091,0,49.43,2248,7500,1154,121330,0.06,73609,3.07,80.56
2021-05-30,53442,7634.57,565533,481,68.71,2729,7723,1157,119230,0.06,75950,3.14,80.56
2021-05-31,0,7634.57,565533,0,68.71,2729,7626,1182,118655,0.06,76017,3.23,80.56
2021-06-01,0,7634.57,565533,0,68.71,2729,7676,1181,116234,0.07,75913,3.3,80.56
2021-06-02,0,7634.57,565533,0,68.71,2729,7587,1202,115208,0.07,87993,3.33,80.56
2021-06-03,0,7634.57,565533,0,68.71,2729,7565,1176,113532,0.07,89528,3.35,80.56
2021-06-04,0,7634.57,565533,0,68.71,2729,7337,1154,110169,0.07,91939,3.37,80.56
2021-06-05,0,7634.57,565533,0,68.71,2729,7457,1155,107297,0.07,93000,3.37,80.56
2021-06-06,51282,7326,616815,649,92.71,3378,7462,1188,105881,0.07,95852,3.37,80.56
2021-06-07,0,7326,616815,0,92.71,3378,7276,1175,102000,0.07,91501,3.39,80.56
2021-06-08,0,7326,616815,0,92.71,3378,7178,1155,99526,0.07,99366,3.53,75.93
2021-06-09,0,7326,616815,0,92.71,3378,7136,1154,98189,0.07,106539,3.65,75.93
2021-06-10,0,7326,616815,0,92.71,3378,7052,1126,96769,0.07,112539,3.79,75.93
2021-06-11,0,7326,616815,0,92.71,3378,6969,1149,94827,0.07,117571,3.88,75.93
2021-06-12,0,7326,616815,0,92.71,3378,6967,1133,93262,0.06,126716,3.98,75.93
2021-06-13,40693,5813.29,657508,530,75.71,3908,6844,1150,91337,0.06,133748,4.06,75.93
2021-06-14,0,5813.29,657508,0,75.71,3908,6724,1130,91464,0.06,153478,4.22,75.93
2021-06-15,0,5813.29,657508,0,75.71,3908,6742,1113,90620,0.06,163251,4.39,89.81
2021-06-16,0,5813.29,657508,0,75.71,3908,6669,1141,86758,0.06,171463,4.41,89.81
2021-06-17,0,5813.29,657508,0,75.71,3908,6749,1119,84701,0.07,181223,4.54,89.81
2021-06-18,0,5813.29,657508,0,75.71,3908,6812,1125,83689,0.07,189659,4.64,89.81
2021-06-19,0,5813.29,657508,0,75.71,3908,6646,1105,82946,0.07,194604,4.75,89.81
2021-06-20,38900,5557.14,696408,500,71.43,4408,6688,1088,81670,0.07,196708,4.82,89.81
2021-06-21,0,5557.14,696408,0,71.43,4408,6652,1085,80554,0.07,202655,4.98,89.81
2021-06-22,0,5557.14,696408,0,71.43,4408,6682,1116,79634,0.07,207930,5.16,89.81
2021-06-23,0,5557.14,696408,0,71.43,4408,6616,1119,80049,0.07,215211,5.4,89.81
2021-06-24,0,5557.14,696408,0,71.43,4408,6676,1109,78619,0.07,222103,5.68,89.81
2021-06-25,0,5557.14,696408,0,71.43,4408,6264,1109,77313,0.07,227455,5.88,89.81
2021-06-26,0,5557.14,696408,0,71.43,4408,6704,1104,76062,0.07,231297,6.04,89.81
2021-06-27,37640,5377.14,734048,536,76.57,4944,6669,1126,76028,0.07,235762,6.24,89.81
2021-06-28,0,5377.14,734048,0,76.57,4944,6925,1150,76150,0.07,230701,6.37,89.81
2021-06-29,0,5377.14,734048,0,76.57,4944,7014,1160,77420,0.07,228431,6.62,89.81
2021-06-30,0,5377.14,734048,0,76.57,4944,6932,1159,79676,0.07,229186,6.9,89.81
2021-07-01,0,5377.14,734048,0,76.57,4944,7127,1204,82622,0.07,228106,7.16,91.67
2021-07-02,0,5377.14,734048,0,76.57,4944,7366,1180,84899,0.07,230645,7.37,91.67
2021-07-03,0,5377.14,734048,0,76.57,4944,7509,1163,86678,0.07,234227,7.6,91.67
2021-07-04,44604,6372,778652,553,79,5497,7759,1222,87410,0.07,239648,7.84,91.67
2021-07-05,0,6372,778652,0,79,5497,7802,1228,89219,0.07,256494,8.2,91.67
2021-07-06,0,6372,778652,0,79,5497,7971,1266,89485,0.08,272500,8.61,91.67
2021-07-07,0,6372,778652,0,79,5497,8123,1288,90181,0.08,290308,9.13,91.67
2021-07-08,0,6372,778652,0,79,5497,8171,1289,91392,0.08,307514,9.6,91.67
2021-07-09,0,6372,778652,0,79,5497,8375,1311,93945,0.08,323162,9.99,91.67
2021-07-10,0,6372,778652,0,79,5497,8379,1310,96372,0.08,339222,10.33,91.67
2021-07-11,57644,8234.86,836296,661,94.43,6158,8709,1332,100148,0.08,350981,10.64,91.67
2021-07-12,0,8234.86,836296,0,94.43,6158,8857,1391,104707,0.08,366264,11.12,91.67
2021-07-13,0,8234.86,836296,0,94.43,6158,8975,1416,111187,0.08,378184,11.62,91.67
2021-07-14,0,8234.86,836296,0,94.43,6158,9320,1253,116792,0.08,387328,12.11,91.67
2021-07-15,0,8234.86,836296,0,94.43,6158,9606,1206,123285,0.08,399974,12.58,91.67
2021-07-16,0,8234.86,836296,0,94.43,6158,10000,1270,127481,0.08,409655,12.98,91.67
2021-07-17,0,8234.86,836296,0,94.43,6158,10080,1312,132119,0.09,418377,13.37,91.67
2021-07-18,80265,11466.43,916561,861,123,7019,10378,1317,134242,0.09,426739,13.68,91.67
2021-07-19,0,11466.43,916561,0,123,7019,11375,1330,136423,0.09,427946,14.13,91.67
2021-07-20,0,11466.43,916561,0,123,7019,10997,1339,130461,0.09,409690,14.44,85.19
2021-07-21,0,11466.43,916561,0,123,7019,11255,1332,129839,0.09,409738,14.94,85.19
2021-07-22,0,11466.43,916561,0,123,7019,11286,1373,130273,0.09,415623,15.46,85.19
2021-07-23,0,11466.43,916561,0,123,7019,11398,1356,132086,0.09,424369,15.95,85.19
2021-07-24,0,11466.43,916561,0,123,7019,11783,1399,132472,0.1,429524,16.35,85.19
2021-07-25,96877,13839.57,1013438,975,139.29,7994,12022,1438,133873,0.1,438229,16.72,85.19
2021-07-26,0,13839.57,1013438,0,139.29,7994,12247,1354,136053,0.11,451824,17.3,85.19
2021-07-27,0,13839.57,1013438,0,139.29,7994,12375,1362,144330,0.1,489063,17.91,85.19
2021-07-28,0,13839.57,1013438,0,139.29,7994,12460,1477,146331,0.11,506656,18.52,85.19
2021-07-29,0,13839.57,1013438,0,139.29,7994,12829,1494,146961,0.11,515451,19.16,85.19
2021-07-30,0,13839.57,1013438,0,139.29,7994,12919,1538,146698,0.11,523585,19.76,85.19
2021-07-31,0,13839.57,1013438,0,139.29,7994,13500,1462,146443,0.11,539401,20.37,85.19
2021-08-01,116984,16712,1130422,1190,170,9184,13510,1423,144589,0.12,550642,20.92,85.19
2021-08-02,0,16712,1130422,0,170,9184,13636,1451,144171,0.12,543611,21.66,85.19
2021-08-03,0,16712,1130422,0,170,9184,13461,1460,146444,0.12,533948,22.4,85.19
2021-08-04,0,16712,1130422,0,170,9184,13972,1484,147385,0.12,524471,23.21,81.94
2021-08-05,0,16712,1130422,0,170,9184,13962,1462,146668,0.12,518362,24.1,81.94
2021-08-06,0,16712,1130422,0,170,9184,14049,1491,147099,0.13,509106,24.89,81.94
2021-08-07,0,16712,1130422,0,170,9184,14071,1521,148347,0.13,495966,25.62,81.94
2021-08-08,132118,18874,1262540,1565,223.57,10749,14281,1509,150664,0.13,483935,26.32,81.94
2021-08-09,0,18874,1262540,0,223.57,10749,14070,1537,151705,0.13,483811,27.16,81.94
2021-08-10,0,18874,1262540,0,223.57,10749,14169,1593,148003,0.13,465817,27.76,83.28
2021-08-11,0,18874,1262540,0,223.57,10749,14365,1489,149804,0.13,466324,28.57,83.27
2021-08-12,0,18874,1262540,0,223.57,10749,14142,1524,153640,0.13,468279,29.55,83.25
2021-08-13,0,18874,1262540,0,223.57,10749,14456,1479,155080,0.13,472006,30.47,83.23
2021-08-14,0,18874,1262540,0,223.57,10749,14470,1455,156719,0.13,474749,31.33,83.22
2021-08-15,142359,20337,1404899,1761,251.57,12510,14472,1432,158429,0.13,478818,32.16,80.43
2021-08-16,0,20337,1404899,0,251.57,12510,14753,1430,159371,0.13,484315,33.15,79.79
2021-08-17,0,20337,1404899,0,251.57,12510,14338,1514,164284,0.13,508736,34.18,79.75
2021-08-18,0,20337,1404899,0,251.57,12510,14308,1457,164449,0.13,516256,35.26,79.71
2021-08-19,0,20337,1404899,0,251.57,12510,14181,1454,163109,0.13,515809,36.29,79.67
2021-08-20,0,20337,1404899,0,251.57,12510,14045,1449,161705,0.13,518345,37.3,69.92
2021-08-21,0,20337,1404899,0,251.57,12510,13927,1486,159859,0.13,522675,38.26,69.88
2021-08-22,150194,21456.29,1555093,1658,236.86,14168,13852,1452,158555,0.14,526249,39.19,69.85
2021-08-23,0,21456.29,1555093,0,236.86,14168,13696,1460,157798,0.13,510853,39.95,69.82
2021-08-24,0,21456.29,1555093,0,236.86,14168,13538,1482,157593,0.14,496185,40.76,69.79
2021-08-25,0,21456.29,1555093,0,236.86,14168,13488,1498,157116,0.14,478993,41.58,69.76
2021-08-26,0,21456.29,1555093,0,236.86,14168,12884,1484,154719,0.14,463376,42.37,69.73
2021-08-27,0,21456.29,1555093,0,236.86,14168,12982,1416,154251,0.14,443773,43.01,69.7
2021-08-28,0,21456.29,1555093,0,236.86,14168,12924,1462,153008,0.14,425543,43.63,69.68
2021-08-29,150996,21570.86,1706089,1919,274.14,16087,13201,1419,150550,0.14,406626,44.16,69.66
2021-08-30,0,21570.86,1706089,0,274.14,16087,13162,1402,150771,0.14,402815,44.73,69.64
2021-08-31,0,21570.86,1706089,0,274.14,16087,12640,1419,142939,0.15,380031,45.2,69.62
2021-09-01,0,21570.86,1706089,0,274.14,16087,12686,1386,142498,0.15,377047,45.88,69.6
2021-09-02,0,21570.86,1706089,0,274.14,16087,12369,1355,143239,0.14,372018,46.49,69.58
2021-09-03,0,21570.86,1706089,0,274.14,16087,11650,1335,142229,0.14,369396,47.09,69.55
2021-09-04,0,21570.86,1706089,0,274.14,16087,12229,1321,141978,0.14,364021,47.64,69.53
